"","id","kraj","all","miasto","web","nazwa","twiter","me","orgn","city","state","wiki"
"310"," Inverness","Scotland","  * Inverness: [InveRness](https://www.facebook.com/InveRness-R-User-Group-195100587522377/);[\@InvernessRug](https://twitter.com/InvernessRug)"," Inverness","https://www.facebook.com/InveRness-R-User-Group-195100587522377/","InveRness","",NA,NA," Inverness",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Inverness_Castle_and_River_Ness_Inverness_Scotland_-_conner395.jpg/1200px-Inverness_Castle_and_River_Ness_Inverness_Scotland_-_conner395.jpg"
"311"," Johannesburg","South","  * Johannesburg: [Jo'burg R Users Group](https://www.meetup.com/Joburg-R-Users-Group)"," Johannesburg","https://www.meetup.com/Joburg-R-Users-Group","Jo'burg R Users Group","","521","Marko J."," Johannesburg",NA,"https://upload.wikimedia.org/wikipedia/commons/8/8a/Montage_Johannesburg.jpg"
"312"," Kansas City","Missouri","  * Kansas City: [Kansas City R Users Group](https://www.meetup.com/Kansas-City-R-Users-Group/)"," Kansas City","https://www.meetup.com/Kansas-City-R-Users-Group/","Kansas City R Users Group","","783","Steve S."," Kansas City",NA,"https://upload.wikimedia.org/wikipedia/commons/8/89/Kansas_City_Montage.jpg"
"313"," Kaohsiung","Taiwan","  * Kaohsiung: [Kaohsiung R Users](https://www.facebook.com/groups/Kaohsiung.R.Users/#_=_)"," Kaohsiung","https://www.facebook.com/groups/Kaohsiung.R.Users/#_=_","Kaohsiung R Users","",NA,NA," Kaohsiung",NA,"https://upload.wikimedia.org/wikipedia/commons/c/c0/Kaohsiung_attractions.jpg"
"314"," Kaohsiung","Taiwan","  * Kaohsiung: [Kaohsiung R Users](https://www.facebook.com/groups/Kaohsiung.R.Users/#_=_)"," Kaohsiung","https://www.facebook.com/groups/Kaohsiung.R.Users/#_=_","Kaohsiung R Users","",NA,NA," Kaohsiung",NA,"https://upload.wikimedia.org/wikipedia/commons/c/c0/Kaohsiung_attractions.jpg"
"315"," Kaohsiung","Taiwan","  * Kaohsiung: [Kaohsiung R Users](https://www.facebook.com/groups/Kaohsiung.R.Users/#_=_)"," Kaohsiung","https://www.facebook.com/groups/Kaohsiung.R.Users/#_=_","Kaohsiung R Users","",NA,NA," Kaohsiung",NA,"https://upload.wikimedia.org/wikipedia/commons/c/c0/Kaohsiung_attractions.jpg"
"316"," Kaohsiung","Taiwan","  * Kaohsiung: [Kaohsiung R Users](https://www.facebook.com/groups/Kaohsiung.R.Users/#_=_)"," Kaohsiung","https://www.facebook.com/groups/Kaohsiung.R.Users/#_=_","Kaohsiung R Users","",NA,NA," Kaohsiung",NA,"https://upload.wikimedia.org/wikipedia/commons/c/c0/Kaohsiung_attractions.jpg"
"317"," Kazan","Russia","  * Kazan: [R Kazan](https://www.meetup.com/R-Kazan/)"," Kazan","https://www.meetup.com/R-Kazan/","R Kazan","","50","Petr"," Kazan",NA,"https://upload.wikimedia.org/wikipedia/commons/5/52/KAZ_Collage_2015.png"
"318"," Kazan","Russia","  * Kazan: [R Kazan](https://www.meetup.com/R-Kazan/)"," Kazan","https://www.meetup.com/R-Kazan/","R Kazan","","50","Petr"," Kazan",NA,"https://upload.wikimedia.org/wikipedia/commons/5/52/KAZ_Collage_2015.png"
"319"," Kazan","Russia","  * Kazan: [R Kazan](https://www.meetup.com/R-Kazan/)"," Kazan","https://www.meetup.com/R-Kazan/","R Kazan","","50","Petr"," Kazan",NA,"https://upload.wikimedia.org/wikipedia/commons/5/52/KAZ_Collage_2015.png"
"320"," Kazan","Russia","  * Kazan: [R Kazan](https://www.meetup.com/R-Kazan/)"," Kazan","https://www.meetup.com/R-Kazan/","R Kazan","","50","Petr"," Kazan",NA,"https://upload.wikimedia.org/wikipedia/commons/5/52/KAZ_Collage_2015.png"
"321"," Kazan","Russia","  * Kazan: [R Kazan](https://www.meetup.com/R-Kazan/)"," Kazan","https://www.meetup.com/R-Kazan/","R Kazan","","50","Petr"," Kazan",NA,"https://upload.wikimedia.org/wikipedia/commons/5/52/KAZ_Collage_2015.png"
